index,family_1,trohpic level in our work,,,kingdom,phylum,order,family,genus,species,name,,level,diet,diet1,sealifebase_level,Paraphyletic group 0,Paraphyletic group 1,Functional group 0,Functional group 1,Functional group 2,Functional group 3,size 0,size 1,feedingtype 0,feedingtype 1,feedingtype 2,feedingtype 3,feedingtype 4,feedingtype 5,feedingtype 6,feedingtype 7,feedingtype 8,size 2,size 3,size 4,size 5,size 6,size 7,size 8,size 9,size 10,size 11,size 12,size 13,size 14,size 15,size 16,size 17,size 18,size 19,size 20
2324,,,5,0,Animalia,Chordata,Perciformes,Scorpaenidae,Pontinus,Pontinus kuhlii,Pontinus kuhlii,鲈形目,5,carnivore,,,Pisces,,,,,,52,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,,,5,0,Animalia,Chordata,Scombriformes,Scombridae,Thunnus,Thunnus albacares,Thunnus albacares,鲭形目，以鱼类、头足类等为食,5,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,,,3,0,Animalia,Chordata,Testudines,Cheloniidae,Caretta,Caretta caretta,Caretta caretta,龟鳖目,3,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,,,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia indica,Rhizosolenia indica,色藻界,1,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,,,2,0,Animalia,Annelida,,Orbiniidae,Orbinia,,Orbinia,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,,,2,0,Animalia,Arthropoda,Amphipoda,Uristidae,Tmetonyx,Tmetonyx cicada,Tmetonyx cicada,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,25,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,,,4,0,Animalia,Echinodermata,Spinulosida,Echinasteridae,Henricia,Henricia oculata,Henricia oculata,棘皮动物,4,carnivore, suspension feeder (based on Echinasteridae),,,,benthos,,,,140,,": ectoparasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,,,2,0,Animalia,Mollusca,Galeommatida,Lasaeidae,Kellia,Kellia suborbicularis,Kellia suborbicularis,,2,suspension feeder (based on Kellia),,,,,benthos,,,,1,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,,,2,0,Animalia,Annelida,Terebellida,Terebellidae,Lanice,,Lanice,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,,,3,0,Animalia,Arthropoda,Decapoda,Paguridae,Pagurus,Pagurus cuanensis,Pagurus cuanensis,十足目,3,carnivore (based on Decapoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,,,3,0,Animalia,Arthropoda,Decapoda,Crangonidae,Aegaeon,Aegaeon lacazei,Aegaeon lacazei,十足目,3,carnivore (based on Decapoda),,3.2,,,benthos > macrobenthos,,,,2.0 - 200 mm,,": parasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,,,2,0,Animalia,Echinodermata,Dendrochirotida,Cucumariidae,,,Cucumariidae,,2,suspension feeder, detritivore (based on Dendrochirotida),3.2,,,benthos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,,,1,0,Chromista,Ochrophyta,Chromulinales,Chromulinaceae,Ochromonas,,Ochromonas,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium punctulatum,Protoperidinium punctulatum,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,,,3,0,Animalia,Cnidaria,Siphonophorae,Diphyidae,Eudoxoides,Eudoxoides spiralis,Eudoxoides spiralis,管水母,3,carnivore, suspension feeder,,,,plankton > macroplankton,plankton > zooplankton,,,12,4,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2339,,,2,0,Animalia,Porifera,Leucosolenida,Grantiidae,Grantia,Grantia compressa,Grantia compressa,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,,,#N/A,#N/A,Protozoa,Euglenozoa,Euglenida,,,,Euglenida,裸藻,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,,,2,0,Animalia,Chordata,Phlebobranchia,Ascidiidae,,,Ascidiidae,,2,suspension feeder (based on Urochordata),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,2.0 - 200 mm,,filter feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,,,2,0,Animalia,Bryozoa,Cheilostomatida,Candidae,Scrupocellaria,,Scrupocellaria,,2,suspension feeder (based on Cheilostomata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,,,4,0,Animalia,Chordata,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone braueri,Cyclothone braueri,肉食小鱼虾,4,carnivore (based on Stomiatiformes),,,Pisces,,,,,,2.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,,,2,0,Animalia,Arthropoda,Harpacticoida,Peltidiidae,Goniopsyllus,Goniopsyllus rostratus,Goniopsyllus rostratus,水蚤,2,,,,,,plankton > mesoplankton,plankton > zooplankton,,,0.2 - 2.0 mm,0.4,,,,,,,,,,0.5,0.6,0.85,0.87,1,1.16,1.4,1.43,2.1,,,,,,,,,,
2345,,,4,0,Animalia,Chordata,Gadiformes,Macrouridae,Trachyrincus,Trachyrincus scabrus,Trachyrincus scabrus,主要捕食小鱼、甲壳动物,4,carnivore,,,Pisces,,,,,,60,,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: endoparasitic<\/small>,,,,,,,,,,,,,,,,,,,
2346,,,1,0,Chromista,Myzozoa,Dinophysiales,Dinophysaceae,Dinophysis,Dinophysis dens,Dinophysis dens,,1,,,,Algae,,mixoplankton > plastid Specialists Non-Constitutive Mixoplankton,,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,,,2,0,Animalia,Cnidaria,Actiniaria,Sagartiidae,Actinothoe,Actinothoe sphyrodeta,Actinothoe sphyrodeta,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,,,2,0,Animalia,Annelida,Terebellida,Acrocirridae,Macrochaeta,Macrochaeta helgolandica,Macrochaeta helgolandica,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,,,2,0,Animalia,Arthropoda,Amphipoda,Calliopiidae,Calliopius,Calliopius laeviusculus,Calliopius laeviusculus,,2,omnivore (based on Malacostraca),,2.1,,,benthos > macrobenthos,,,,14,8,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2350,,,2,0,Animalia,Arthropoda,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus tricristatus,Leptocheirus tricristatus,,2,omnivore (based on Malacostraca),,2.1,,,benthos > macrobenthos,,,,7,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,,,2,0,Animalia,Arthropoda,Amphipoda,Melitidae,,,Melitidae,,2,omnivore (based on Malacostraca),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,,,#N/A,#N/A,Animalia,Arthropoda,Amphipoda,Pleustidae,Parapleustes,Parapleustes bicuspis,Parapleustes bicuspis,,2,omnivore (based on Malacostraca),,2.1,,,benthos > macrobenthos,,,,12,1.2,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2353,,,2,0,Animalia,Annelida,Haplotaxida,Naididae,Tubificoides,,Tubificoides,蚯蚓，主要以腐烂叶子为食,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,,,2,0,Animalia,Annelida,Terebellida,Cirratulidae,Cirratulus,,Cirratulus,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,,,1,0,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Cyanodictyon,Cyanodictyon balticum,Cyanodictyon balticum,,1,photoautotroph (based on Cyanobacteria),,,Algae,,plankton > phytoplankton,,,,<0.2 mm,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,,,2,0,Animalia,Mollusca,Nuculanida,Nuculanidae,Nuculana,Nuculana pernula,Nuculana pernula,,2,deposit feeder, suspension feeder (based on Nuculanidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,,,2,-1,Animalia,Mollusca,Nudibranchia,Onchidorididae,Onchidoris,Onchidoris muricata,Onchidoris muricata,海蛞蝓,3,,,,,,benthos,,,,14,20,predator > on sessile prey,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,,,4,0,Animalia,Chordata,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus punctatus,Zeugopterus punctatus,鲽形目，捕食小鱼虾,4,carnivore,,,Pisces,,,,,,25,,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: endoparasitic<\/small>,": endoparasitic,",": ectoparasitic,",,,,,,,,,,,,,,,,,,,
2359,,,2,0,Chromista,Foraminifera,Rotaliida,Globoquadrinidae,Dentoglobigerina,Dentoglobigerina globosa,Dentoglobigerina globosa,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,,,1,0,Chromista,Ochrophyta,Laminariales,Alariaceae,Alaria,Alaria esculenta,Alaria esculenta,海带,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,,,#N/A,#N/A,Chromista,Ciliophora,Oligotrichida,Strombidiidae,Strombidium,Strombidium conicum,Strombidium conicum,色藻界,1,,,,,,mixoplankton > General Non-Constitutive Mixoplankton,,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,,,#N/A,#N/A,Animalia,Chordata,Perciformes,Peristediidae,Peristedion,Peristedion cataphractum,Peristedion cataphractum,鲈形目,4,carnivore,,,Pisces,,,,,,40,18,": ectoparasitic,",: ectoparasitic<\/small>,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,,,2,0,Animalia,Arthropoda,Harpacticoida,Miraciidae,Bulbamphiascus,Bulbamphiascus imus,Bulbamphiascus imus,水蚤,2,,,,,,benthos,benthos > meiobenthos,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,,,2,0,Animalia,Arthropoda,Amphipoda,Dexaminidae,Tritaeta,Tritaeta gibbosa,Tritaeta gibbosa,,2,omnivore (based on Malacostraca),,2,,,benthos > macrobenthos,,,,6,5,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2365,,,1,0,Plantae,,Ceramiales,Delesseriaceae,Nitophyllum,Nitophyllum punctatum,Nitophyllum punctatum,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,,,2,0,Animalia,Bryozoa,Cheilostomatida,Cribrilinidae,Cribrilina,Cribrilina punctata,Cribrilina punctata,,2,suspension feeder (based on Cheilostomata),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,0.3,0.4,,,,,,,,,,0.45,0.55,15,2.0 - 200 mm,,,,,,,,,,,,,,,
2367,,,1,0,Chromista,Myzozoa,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium heterostriatum,Gymnodinium heterostriatum,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,,,2,0,Animalia,Nematoda,Chromadorida,Cyatholaimidae,Pomponema,,Pomponema,线虫科,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,,,4,0,Animalia,Echinodermata,Paxillosida,Astropectinidae,Astropecten,Astropecten aranciacus,Astropecten aranciacus,棘皮动物,4,carnivore (based on Astropectinidae),,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,,,1,0,Chromista,Myzozoa,Dinophysiales,Oxyphysaceae,Phalacroma,,Phalacroma,,1,detritivore (based on Agnostida),,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,,,2,0,Animalia,Echinodermata,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,Ophiopholis aculeata,,2,suspension feeder, detritivore (based on Ophiactidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,,,2,0,Animalia,Annelida,,Sabellariidae,Sabellaria,,Sabellaria,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,,,4,0,Animalia,Chordata,Rajiformes,Rajidae,Raja,,Raja,鳐目，以浮游生物和甲壳类为食物,4,carnivore (based on Rajiformes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,,,1,0,Chromista,Ochrophyta,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros costatus,Chaetoceros costatus,,1,,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,,,1,0,Chromista,Ochrophyta,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros armatus,Chaetoceros armatus,,1,,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,,,1,0,Chromista,Ochrophyta,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,Phaeodactylum tricornutum,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,,,2,0,Animalia,Annelida,,Opheliidae,,,Opheliidae,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,51,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,,,2,0,Animalia,Bryozoa,Ctenostomatida,Flustrellidridae,Flustrellidra,Flustrellidra hispida,Flustrellidra hispida,,2,suspension feeder (based on Bryozoa),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,,4,0,Animalia,Chordata,Gobiiformes,Gobiidae,Gobius,Gobius paganellus,Gobius paganellus,虾虎鱼的食物非常广泛，包括甲壳类，软体类、蠕虫、海绵动物、小鱼以及其他鱼类和无脊椎动物的卵,4,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,,,#N/A,#N/A,Animalia,Cnidaria,Pennatulacea,Funiculinidae,Funiculina,Funiculina quadrangularis,Funiculina quadrangularis,,3,microcarnivore (based on Anthozoa),,,,,benthos > megabenthos,,,,2100,200,,,,,,,,,,>200 mm,,,,,,,,,,,,,,,,,,
2381,,,2,0,Animalia,Annelida,Phyllodocida,Phyllodocidae,Sige,Sige fusigera,Sige fusigera,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,35,2,": ectoparasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,,,3,0,Animalia,Arthropoda,Decapoda,Porcellanidae,Porcellana,Porcellana platycheles,Porcellana platycheles,十足目,3,carnivore (based on Decapoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,,,1,0,Chromista,Myzozoa,Actiniscales,Actiniscaceae,Actiniscus,Actiniscus pentasterias,Actiniscus pentasterias,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,,,2,0,Animalia,Arthropoda,Amphipoda,Aoridae,Microdeutopus,Microdeutopus versiculatus,Microdeutopus versiculatus,,2,omnivore (based on Malacostraca),,2,,,benthos > macrobenthos,,,,8,4,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2385,,,2,0,Animalia,Arthropoda,Harpacticoida,Miraciidae,Delavalia,,Delavalia,水蚤,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,,,3,0,Animalia,Arthropoda,Decapoda,Pinnotheridae,Pinnotheres,Pinnotheres pisum,Pinnotheres pisum,十足目,3,carnivore (based on Decapoda),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,10,13,": endoparasitic,",,,,,,,,,6,2.0 - 200 mm,,,,,,,,,,,,,,,,,
2387,,,2,0,Animalia,Annelida,,Chaetopteridae,Spiochaetopterus,Spiochaetopterus typicus,Spiochaetopterus typicus,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,2,50,,,,,,,,,,60,,,,,,,,,,,,,,,,,,
2388,,,2,0,Animalia,Cnidaria,Actiniaria,Sagartiidae,Cylista,Cylista troglodytes,Cylista troglodytes,,2,suspension feeder,,,,,benthos > macrobenthos,,,,50,120,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2389,,,1,0,Bacteria,Cyanobacteria,Synechococcales,Merismopediaceae,Coelosphaerium,,Coelosphaerium,,1,photoautotroph (based on Cyanobacteria),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,,,2,0,Animalia,Annelida,Spionida,Spionidae,Scolelepis,Scolelepis (Scolelepis) foliosa,Scolelepis (Scolelepis) foliosa,,2,photosymbiotic, suspension feeder (based on Acroporidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,,,3,0,Animalia,Cnidaria,Anthoathecata,Bougainvilliidae,,,Bougainvilliidae,花水母目,3,carnivore, suspension feeder,,,,benthos,plankton > zooplankton,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,,,2,0,Animalia,Arthropoda,Calanoida,Centropagidae,Isias,Isias clavipes,Isias clavipes,水蚤,2,,,,,,plankton > zooplankton,plankton > mesoplankton,,,1.25,1.66,,,,,,,,,,1.2,1.3,0.2 - 2.0 mm,1.35,,,,,,,,,,,,,,,
2393,,,2,0,Animalia,Annelida,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice hystrix,Laetmonice hystrix,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,60,20,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2394,,,1,0,Chromista,Cryptophyta,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas lacustris,Rhodomonas lacustris,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,,,1,0,Chromista,Myzozoa,Gymnodiniales,Gymnodiniaceae,Sclerodinium,Sclerodinium calyptroglyphe,Sclerodinium calyptroglyphe,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,,,2,0,Animalia,Arthropoda,Amphipoda,Ampithoidae,Ampithoe,Ampithoe rubricata,Ampithoe rubricata,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,20,2.0 - 200 mm,": endoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,,,,,,,,,,,,,,,,,,,,
2397,,,2,0,Animalia,Nematoda,Desmodorida,Microlaimidae,Microlaimus,Microlaimus honestus,Microlaimus honestus,线虫科,2,,,,,,benthos > meiobenthos,,,,684,23,,,,,,,,,,20,973,906,34,30,922,900,39,770,25,515,22,578,21,720,22.5,707,600,32
2398,,,2,0,Animalia,Porifera,Suberitida,Suberitidae,Suberites,Suberites domuncula,Suberites domuncula,,2,suspension feeder (based on Demospongea),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,,,2,0,Animalia,Mollusca,Trochida,Phasianellidae,Tricolia,Tricolia pullus,Tricolia pullus,,2,grazer (based on Vetigastropoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,,,1,0,Plantae,,Cladophorales,Cladophoraceae,Chaetomorpha,Chaetomorpha aerea,Chaetomorpha aerea,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,,,3,0,Animalia,Mollusca,,Pyramidellidae,Odostomia,,Odostomia,小塔螺科,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,,,1,0,Chromista,Ochrophyta,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,,1,,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,,,2,0,Chromista,Foraminifera,Astrorhizida,Rhabdamminidae,Bathysiphon,,Bathysiphon,,2,deposit feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,,,2,0,Animalia,Arthropoda,Amphipoda,Ischyroceridae,Jassa,,Jassa,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,,,1,0,Plantae,,Gelidiales,Gelidiaceae,Gelidium,Gelidium corneum,Gelidium corneum,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,,,1,0,Chromista,Ochrophyta,Ectocarpales,Chordariaceae,Leathesia,Leathesia marina,Leathesia marina,,1,,,,Algae > Macroalgae,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,,,3,0,Animalia,Chordata,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus kroyeri,Notoscopelus kroyeri,灯笼鱼科鱼类是典型的以小型浮游动物为食的温和鱼类,3,carnivore (based on Myctophiformes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,,,2,0,Animalia,Arthropoda,Cumacea,Diastylidae,Diastyloides,Diastyloides biplicatus,Diastyloides biplicatus,,2,omnivore (based on Malacostraca),,,,,benthos,benthos > macrobenthos,,,8,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,,,1,0,Plantae,,Nephroselmidales,Nephroselmidaceae,Nephroselmis,,Nephroselmis,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,,,1,0,Chromista,Myzozoa,Gonyaulacales,Ceratiaceae,Tripos,Tripos massiliensis,Tripos massiliensis,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,,,2,0,Animalia,Annelida,Phyllodocida,Pilargidae,Ancistrosyllis,Ancistrosyllis groenlandica,Ancistrosyllis groenlandica,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,,,2,0,Animalia,Annelida,Haplotaxida,Naididae,Tubificoides,Tubificoides swirencoides,Tubificoides swirencoides,蚯蚓，主要以腐烂叶子为食,2,,,,,,benthos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,,,1,0,Plantae,,Hapalidiales,Mesophyllaceae,Mesophyllum,Mesophyllum lichenoides,Mesophyllum lichenoides,,1,photoautotroph (based on Rhodophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,,,2,0,Animalia,Arthropoda,,Neanuridae,Anurida,Anurida maritima,Anurida maritima,疣跳虫科,2,,,,,,,,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,,,2,0,Animalia,Annelida,,Opheliidae,Ophelia,Ophelia celtica,Ophelia celtica,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,51,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,,,2,0,Animalia,Mollusca,,Lottiidae,Tectura,Tectura virginea,Tectura virginea,,2,grazer (based on Acmaeidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,,,2,0,Animalia,Annelida,Phyllodocida,Polynoidae,Malmgrenia,Malmgrenia castanea,Malmgrenia castanea,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,18,4,": ectoparasitic,",,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2418,,,2,0,Animalia,Arthropoda,Diptera,Chironomidae,Cladotanytarsus,,Cladotanytarsus,双翅目,2,,,,,,benthos,not applicable,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,,,1,0,Chromista,Ochrophyta,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros pseudocrinitus,Chaetoceros pseudocrinitus,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,,,#N/A,#N/A,Animalia,Cnidaria,Anthoathecata,,,,Anthoathecata,花水母目,3,carnivore, suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,,,3,0,Animalia,Arthropoda,Decapoda,Munididae,Munida,Munida intermedia,Munida intermedia,十足目,3,carnivore (based on Decapoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,,,2,0,Animalia,Annelida,Terebellida,Melinnidae,Melinna,Melinna elisabethae,Melinna elisabethae,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,": ectoparasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,,,1,0,Plantae,,Ceramiales,Rhodomelaceae,Symphyocladiella,Symphyocladiella parasitica,Symphyocladiella parasitica,,1,suspension feeder (based on Ostreidae),,,Algae,,,,,,20,70,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
2424,,,2,0,Animalia,Mollusca,Mytilida,Mytilidae,Crenella,Crenella decussata,Crenella decussata,,2,suspension feeder (based on Crenella),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,,,#N/A,#N/A,Animalia,Annelida,Amphinomida,Euphrosinidae,Euphrosine,Euphrosine foliosa,Euphrosine foliosa,,2,detritivore (based on Polychaeta),,2,,,benthos,plankton > zooplankton,,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,,,2,-1,Animalia,Mollusca,Nudibranchia,Onchidorididae,Onchidoris,,Onchidoris,海蛞蝓,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,,,2,0,Animalia,Annelida,,Orbiniidae,,,Orbiniidae,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,,,2,0,Animalia,Chordata,Phlebobranchia,Ascidiidae,Ascidia,Ascidia virginea,Ascidia virginea,,2,suspension feeder (based on Urochordata),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,8,30,filter feeder,": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",80,2.0 - 200 mm,,,,,,,,,,,,,,,,,
2429,,,2,0,Animalia,Mollusca,Trochida,Trochidae,Gibbula,Gibbula magus,Gibbula magus,,2,grazer (based on Trochidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
